rule,premise,is_legendary,conclusion
R1686,generation-3/evolution-1/type1-dark/type2-nan/isTall-False,0,generation-3/evolution-1/type1-dark/type2-nan/isTall-False/is_legendary-0
R1687,generation-3/evolution-2/type1-dark/type2-nan/isTall-True,0,generation-3/evolution-2/type1-dark/type2-nan/isTall-True/is_legendary-0
R1688,generation-3/evolution-1/type1-normal/type2-nan/isTall-False,0,generation-3/evolution-1/type1-normal/type2-nan/isTall-False/is_legendary-0
R1689,generation-3/evolution-2/type1-normal/type2-nan/isTall-False,0,generation-3/evolution-2/type1-normal/type2-nan/isTall-False/is_legendary-0
R1690,generation-3/evolution-1/type1-bug/type2-nan/isTall-False,0,generation-3/evolution-1/type1-bug/type2-nan/isTall-False/is_legendary-0
R1691,generation-3/evolution-2/type1-bug/type2-nan/isTall-False,0,generation-3/evolution-2/type1-bug/type2-nan/isTall-False/is_legendary-0
R1692,generation-3/evolution-3/type1-bug/type2-flying/isTall-True,0,generation-3/evolution-3/type1-bug/type2-flying/isTall-True/is_legendary-0
R1693,generation-3/evolution-3/type1-bug/type2-poison/isTall-True,0,generation-3/evolution-3/type1-bug/type2-poison/isTall-True/is_legendary-0
R1694,generation-3/evolution-1/type1-water/type2-grass/isTall-False,0,generation-3/evolution-1/type1-water/type2-grass/isTall-False/is_legendary-0
R1695,generation-3/evolution-2/type1-water/type2-grass/isTall-True,0,generation-3/evolution-2/type1-water/type2-grass/isTall-True/is_legendary-0
R1696,generation-3/evolution-3/type1-water/type2-grass/isTall-True,0,generation-3/evolution-3/type1-water/type2-grass/isTall-True/is_legendary-0
R1697,generation-3/evolution-2/type1-grass/type2-dark/isTall-True,0,generation-3/evolution-2/type1-grass/type2-dark/isTall-True/is_legendary-0
R1698,generation-3/evolution-3/type1-grass/type2-dark/isTall-True,0,generation-3/evolution-3/type1-grass/type2-dark/isTall-True/is_legendary-0
R1699,generation-3/evolution-1/type1-normal/type2-flying/isTall-False,0,generation-3/evolution-1/type1-normal/type2-flying/isTall-False/is_legendary-0
R1700,generation-3/evolution-2/type1-normal/type2-flying/isTall-False,0,generation-3/evolution-2/type1-normal/type2-flying/isTall-False/is_legendary-0
R1701,generation-3/evolution-1/type1-water/type2-flying/isTall-False,0,generation-3/evolution-1/type1-water/type2-flying/isTall-False/is_legendary-0
R1702,generation-3/evolution-2/type1-water/type2-flying/isTall-True,0,generation-3/evolution-2/type1-water/type2-flying/isTall-True/is_legendary-0
R1703,generation-3/evolution-1/type1-psychic/type2-fairy/isTall-False,0,generation-3/evolution-1/type1-psychic/type2-fairy/isTall-False/is_legendary-0
R1704,generation-3/evolution-2/type1-psychic/type2-fairy/isTall-False,0,generation-3/evolution-2/type1-psychic/type2-fairy/isTall-False/is_legendary-0
R1705,generation-3/evolution-3/type1-psychic/type2-fairy/isTall-True,0,generation-3/evolution-3/type1-psychic/type2-fairy/isTall-True/is_legendary-0
R1706,generation-3/evolution-1/type1-bug/type2-water/isTall-False,0,generation-3/evolution-1/type1-bug/type2-water/isTall-False/is_legendary-0
R1707,generation-3/evolution-2/type1-bug/type2-flying/isTall-False,0,generation-3/evolution-2/type1-bug/type2-flying/isTall-False/is_legendary-0
R1708,generation-3/evolution-2/type1-grass/type2-fighting/isTall-True,0,generation-3/evolution-2/type1-grass/type2-fighting/isTall-True/is_legendary-0
R1709,generation-3/evolution-2/type1-normal/type2-nan/isTall-True,0,generation-3/evolution-2/type1-normal/type2-nan/isTall-True/is_legendary-0
R1710,generation-3/evolution-3/type1-normal/type2-nan/isTall-True,0,generation-3/evolution-3/type1-normal/type2-nan/isTall-True/is_legendary-0
R1711,generation-3/evolution-1/type1-bug/type2-ground/isTall-False,0,generation-3/evolution-1/type1-bug/type2-ground/isTall-False/is_legendary-0
R1712,generation-3/evolution-2/type1-bug/type2-ghost/isTall-False,0,generation-3/evolution-2/type1-bug/type2-ghost/isTall-False/is_legendary-0
R1713,generation-3/evolution-1/type1-fighting/type2-nan/isTall-True,0,generation-3/evolution-1/type1-fighting/type2-nan/isTall-True/is_legendary-0
R1714,generation-3/evolution-2/type1-fighting/type2-nan/isTall-True,0,generation-3/evolution-2/type1-fighting/type2-nan/isTall-True/is_legendary-0
R1715,generation-3/evolution-1/type1-normal/type2-fairy/isTall-False,0,generation-3/evolution-1/type1-normal/type2-fairy/isTall-False/is_legendary-0
R1716,generation-3/evolution-1/type1-rock/type2-nan/isTall-True,0,generation-3/evolution-1/type1-rock/type2-nan/isTall-True/is_legendary-0
R1717,generation-3/evolution-1/type1-dark/type2-ghost/isTall-False,0,generation-3/evolution-1/type1-dark/type2-ghost/isTall-False/is_legendary-0
R1718,generation-3/evolution-1/type1-steel/type2-fairy/isTall-False,0,generation-3/evolution-1/type1-steel/type2-fairy/isTall-False/is_legendary-0
R1719,generation-3/evolution-1/type1-steel/type2-rock/isTall-False,0,generation-3/evolution-1/type1-steel/type2-rock/isTall-False/is_legendary-0
R1720,generation-3/evolution-2/type1-steel/type2-rock/isTall-False,0,generation-3/evolution-2/type1-steel/type2-rock/isTall-False/is_legendary-0
R1721,generation-3/evolution-3/type1-steel/type2-rock/isTall-True,0,generation-3/evolution-3/type1-steel/type2-rock/isTall-True/is_legendary-0
R1722,generation-3/evolution-1/type1-fighting/type2-psychic/isTall-False,0,generation-3/evolution-1/type1-fighting/type2-psychic/isTall-False/is_legendary-0
R1723,generation-3/evolution-2/type1-fighting/type2-psychic/isTall-True,0,generation-3/evolution-2/type1-fighting/type2-psychic/isTall-True/is_legendary-0
R1724,generation-3/evolution-1/type1-electric/type2-nan/isTall-False,0,generation-3/evolution-1/type1-electric/type2-nan/isTall-False/is_legendary-0
R1725,generation-3/evolution-2/type1-electric/type2-nan/isTall-True,0,generation-3/evolution-2/type1-electric/type2-nan/isTall-True/is_legendary-0
R1726,generation-3/evolution-2/type1-grass/type2-poison/isTall-False,0,generation-3/evolution-2/type1-grass/type2-poison/isTall-False/is_legendary-0
R1727,generation-3/evolution-1/type1-poison/type2-nan/isTall-False,0,generation-3/evolution-1/type1-poison/type2-nan/isTall-False/is_legendary-0
R1728,generation-3/evolution-2/type1-poison/type2-nan/isTall-True,0,generation-3/evolution-2/type1-poison/type2-nan/isTall-True/is_legendary-0
R1729,generation-3/evolution-1/type1-water/type2-dark/isTall-False,0,generation-3/evolution-1/type1-water/type2-dark/isTall-False/is_legendary-0
R1730,generation-3/evolution-2/type1-water/type2-dark/isTall-True,0,generation-3/evolution-2/type1-water/type2-dark/isTall-True/is_legendary-0
R1731,generation-3/evolution-1/type1-water/type2-nan/isTall-True,0,generation-3/evolution-1/type1-water/type2-nan/isTall-True/is_legendary-0
R1732,generation-3/evolution-2/type1-water/type2-nan/isTall-True,0,generation-3/evolution-2/type1-water/type2-nan/isTall-True/is_legendary-0
R1733,generation-3/evolution-1/type1-fire/type2-ground/isTall-False,0,generation-3/evolution-1/type1-fire/type2-ground/isTall-False/is_legendary-0
R1734,generation-3/evolution-2/type1-fire/type2-ground/isTall-True,0,generation-3/evolution-2/type1-fire/type2-ground/isTall-True/is_legendary-0
R1735,generation-3/evolution-1/type1-psychic/type2-nan/isTall-False,0,generation-3/evolution-1/type1-psychic/type2-nan/isTall-False/is_legendary-0
R1736,generation-3/evolution-2/type1-psychic/type2-nan/isTall-False,0,generation-3/evolution-2/type1-psychic/type2-nan/isTall-False/is_legendary-0
R1737,generation-3/evolution-1/type1-normal/type2-nan/isTall-True,0,generation-3/evolution-1/type1-normal/type2-nan/isTall-True/is_legendary-0
R1738,generation-3/evolution-1/type1-ground/type2-nan/isTall-False,0,generation-3/evolution-1/type1-ground/type2-nan/isTall-False/is_legendary-0
R1739,generation-3/evolution-2/type1-ground/type2-dragon/isTall-True,0,generation-3/evolution-2/type1-ground/type2-dragon/isTall-True/is_legendary-0
R1740,generation-3/evolution-3/type1-ground/type2-dragon/isTall-True,0,generation-3/evolution-3/type1-ground/type2-dragon/isTall-True/is_legendary-0
R1741,generation-3/evolution-2/type1-dragon/type2-flying/isTall-True,0,generation-3/evolution-2/type1-dragon/type2-flying/isTall-True/is_legendary-0
R1742,generation-3/evolution-1/type1-poison/type2-nan/isTall-True,0,generation-3/evolution-1/type1-poison/type2-nan/isTall-True/is_legendary-0
R1743,generation-3/evolution-1/type1-rock/type2-psychic/isTall-True,0,generation-3/evolution-1/type1-rock/type2-psychic/isTall-True/is_legendary-0
R1744,generation-3/evolution-1/type1-water/type2-ground/isTall-False,0,generation-3/evolution-1/type1-water/type2-ground/isTall-False/is_legendary-0
R1745,generation-3/evolution-1/type1-ground/type2-psychic/isTall-False,0,generation-3/evolution-1/type1-ground/type2-psychic/isTall-False/is_legendary-0
R1746,generation-3/evolution-2/type1-ground/type2-psychic/isTall-True,0,generation-3/evolution-2/type1-ground/type2-psychic/isTall-True/is_legendary-0
R1747,generation-3/evolution-1/type1-rock/type2-grass/isTall-True,0,generation-3/evolution-1/type1-rock/type2-grass/isTall-True/is_legendary-0
R1748,generation-3/evolution-2/type1-rock/type2-grass/isTall-True,0,generation-3/evolution-2/type1-rock/type2-grass/isTall-True/is_legendary-0
R1749,generation-3/evolution-1/type1-rock/type2-bug/isTall-False,0,generation-3/evolution-1/type1-rock/type2-bug/isTall-False/is_legendary-0
R1750,generation-3/evolution-2/type1-rock/type2-bug/isTall-True,0,generation-3/evolution-2/type1-rock/type2-bug/isTall-True/is_legendary-0
R1751,generation-3/evolution-1/type1-ghost/type2-nan/isTall-False,0,generation-3/evolution-1/type1-ghost/type2-nan/isTall-False/is_legendary-0
R1752,generation-3/evolution-2/type1-ghost/type2-nan/isTall-True,0,generation-3/evolution-2/type1-ghost/type2-nan/isTall-True/is_legendary-0
R1753,generation-3/evolution-1/type1-grass/type2-flying/isTall-True,0,generation-3/evolution-1/type1-grass/type2-flying/isTall-True/is_legendary-0
R1754,generation-3/evolution-1/type1-dark/type2-nan/isTall-True,0,generation-3/evolution-1/type1-dark/type2-nan/isTall-True/is_legendary-0
R1755,generation-3/evolution-1/type1-ice/type2-nan/isTall-False,0,generation-3/evolution-1/type1-ice/type2-nan/isTall-False/is_legendary-0
R1756,generation-3/evolution-2/type1-ice/type2-nan/isTall-True,0,generation-3/evolution-2/type1-ice/type2-nan/isTall-True/is_legendary-0
R1757,generation-3/evolution-1/type1-ice/type2-water/isTall-False,0,generation-3/evolution-1/type1-ice/type2-water/isTall-False/is_legendary-0
R1758,generation-3/evolution-2/type1-ice/type2-water/isTall-True,0,generation-3/evolution-2/type1-ice/type2-water/isTall-True/is_legendary-0
R1759,generation-3/evolution-3/type1-ice/type2-water/isTall-True,0,generation-3/evolution-3/type1-ice/type2-water/isTall-True/is_legendary-0
R1760,generation-3/evolution-1/type1-water/type2-rock/isTall-True,0,generation-3/evolution-1/type1-water/type2-rock/isTall-True/is_legendary-0
R1761,generation-3/evolution-1/type1-dragon/type2-nan/isTall-False,0,generation-3/evolution-1/type1-dragon/type2-nan/isTall-False/is_legendary-0
R1762,generation-3/evolution-2/type1-dragon/type2-nan/isTall-True,0,generation-3/evolution-2/type1-dragon/type2-nan/isTall-True/is_legendary-0
R1763,generation-3/evolution-3/type1-dragon/type2-flying/isTall-True,0,generation-3/evolution-3/type1-dragon/type2-flying/isTall-True/is_legendary-0
R1764,generation-3/evolution-1/type1-steel/type2-psychic/isTall-False,0,generation-3/evolution-1/type1-steel/type2-psychic/isTall-False/is_legendary-0
R1765,generation-3/evolution-2/type1-steel/type2-psychic/isTall-True,0,generation-3/evolution-2/type1-steel/type2-psychic/isTall-True/is_legendary-0
R1766,generation-3/evolution-3/type1-steel/type2-psychic/isTall-True,0,generation-3/evolution-3/type1-steel/type2-psychic/isTall-True/is_legendary-0
R1767,generation-3/evolution-1/type1-rock/type2-nan/isTall-True,1,generation-3/evolution-1/type1-rock/type2-nan/isTall-True/is_legendary-1
R1768,generation-3/evolution-1/type1-ice/type2-nan/isTall-True,1,generation-3/evolution-1/type1-ice/type2-nan/isTall-True/is_legendary-1
R1769,generation-3/evolution-1/type1-steel/type2-nan/isTall-True,1,generation-3/evolution-1/type1-steel/type2-nan/isTall-True/is_legendary-1
R1770,generation-3/evolution-1/type1-dragon/type2-psychic/isTall-True,1,generation-3/evolution-1/type1-dragon/type2-psychic/isTall-True/is_legendary-1
R1771,generation-3/evolution-1/type1-water/type2-nan/isTall-True,1,generation-3/evolution-1/type1-water/type2-nan/isTall-True/is_legendary-1
R1772,generation-3/evolution-1/type1-ground/type2-nan/isTall-True,1,generation-3/evolution-1/type1-ground/type2-nan/isTall-True/is_legendary-1
R1773,generation-3/evolution-1/type1-dragon/type2-flying/isTall-True,1,generation-3/evolution-1/type1-dragon/type2-flying/isTall-True/is_legendary-1
R1774,generation-3/evolution-1/type1-steel/type2-psychic/isTall-False,1,generation-3/evolution-1/type1-steel/type2-psychic/isTall-False/is_legendary-1
R1775,generation-3/evolution-1/type1-psychic/type2-nan/isTall-True,1,generation-3/evolution-1/type1-psychic/type2-nan/isTall-True/is_legendary-1
R1776,generation-4/evolution-1/type1-grass/type2-nan/isTall-False,0,generation-4/evolution-1/type1-grass/type2-nan/isTall-False/is_legendary-0
R1777,generation-4/evolution-2/type1-grass/type2-nan/isTall-True,0,generation-4/evolution-2/type1-grass/type2-nan/isTall-True/is_legendary-0
R1778,generation-4/evolution-3/type1-grass/type2-ground/isTall-True,0,generation-4/evolution-3/type1-grass/type2-ground/isTall-True/is_legendary-0
R1779,generation-4/evolution-1/type1-fire/type2-nan/isTall-False,0,generation-4/evolution-1/type1-fire/type2-nan/isTall-False/is_legendary-0
R1780,generation-4/evolution-2/type1-fire/type2-fighting/isTall-False,0,generation-4/evolution-2/type1-fire/type2-fighting/isTall-False/is_legendary-0
R1781,generation-4/evolution-3/type1-fire/type2-fighting/isTall-True,0,generation-4/evolution-3/type1-fire/type2-fighting/isTall-True/is_legendary-0
R1782,generation-4/evolution-1/type1-water/type2-nan/isTall-False,0,generation-4/evolution-1/type1-water/type2-nan/isTall-False/is_legendary-0
R1783,generation-4/evolution-2/type1-water/type2-nan/isTall-False,0,generation-4/evolution-2/type1-water/type2-nan/isTall-False/is_legendary-0
R1784,generation-4/evolution-3/type1-water/type2-steel/isTall-True,0,generation-4/evolution-3/type1-water/type2-steel/isTall-True/is_legendary-0
R1785,generation-4/evolution-1/type1-normal/type2-flying/isTall-False,0,generation-4/evolution-1/type1-normal/type2-flying/isTall-False/is_legendary-0
R1786,generation-4/evolution-2/type1-normal/type2-flying/isTall-False,0,generation-4/evolution-2/type1-normal/type2-flying/isTall-False/is_legendary-0
R1787,generation-4/evolution-3/type1-normal/type2-flying/isTall-True,0,generation-4/evolution-3/type1-normal/type2-flying/isTall-True/is_legendary-0
R1788,generation-4/evolution-1/type1-normal/type2-nan/isTall-False,0,generation-4/evolution-1/type1-normal/type2-nan/isTall-False/is_legendary-0
R1789,generation-4/evolution-2/type1-normal/type2-water/isTall-True,0,generation-4/evolution-2/type1-normal/type2-water/isTall-True/is_legendary-0
R1790,generation-4/evolution-1/type1-bug/type2-nan/isTall-False,0,generation-4/evolution-1/type1-bug/type2-nan/isTall-False/is_legendary-0
R1791,generation-4/evolution-2/type1-bug/type2-nan/isTall-True,0,generation-4/evolution-2/type1-bug/type2-nan/isTall-True/is_legendary-0
R1792,generation-4/evolution-1/type1-electric/type2-nan/isTall-False,0,generation-4/evolution-1/type1-electric/type2-nan/isTall-False/is_legendary-0
R1793,generation-4/evolution-2/type1-electric/type2-nan/isTall-False,0,generation-4/evolution-2/type1-electric/type2-nan/isTall-False/is_legendary-0
R1794,generation-4/evolution-3/type1-electric/type2-nan/isTall-True,0,generation-4/evolution-3/type1-electric/type2-nan/isTall-True/is_legendary-0
R1795,generation-4/evolution-1/type1-grass/type2-poison/isTall-False,0,generation-4/evolution-1/type1-grass/type2-poison/isTall-False/is_legendary-0
R1796,generation-4/evolution-3/type1-grass/type2-poison/isTall-False,0,generation-4/evolution-3/type1-grass/type2-poison/isTall-False/is_legendary-0
R1797,generation-4/evolution-1/type1-rock/type2-nan/isTall-False,0,generation-4/evolution-1/type1-rock/type2-nan/isTall-False/is_legendary-0
R1798,generation-4/evolution-2/type1-rock/type2-nan/isTall-True,0,generation-4/evolution-2/type1-rock/type2-nan/isTall-True/is_legendary-0
R1799,generation-4/evolution-1/type1-rock/type2-steel/isTall-False,0,generation-4/evolution-1/type1-rock/type2-steel/isTall-False/is_legendary-0
R1800,generation-4/evolution-2/type1-rock/type2-steel/isTall-True,0,generation-4/evolution-2/type1-rock/type2-steel/isTall-True/is_legendary-0
R1801,generation-4/evolution-2/type1-bug/type2-grass/isTall-False,0,generation-4/evolution-2/type1-bug/type2-grass/isTall-False/is_legendary-0
R1802,generation-4/evolution-2/type1-bug/type2-flying/isTall-False,0,generation-4/evolution-2/type1-bug/type2-flying/isTall-False/is_legendary-0
R1803,generation-4/evolution-1/type1-bug/type2-flying/isTall-False,0,generation-4/evolution-1/type1-bug/type2-flying/isTall-False/is_legendary-0
R1804,generation-4/evolution-2/type1-bug/type2-flying/isTall-True,0,generation-4/evolution-2/type1-bug/type2-flying/isTall-True/is_legendary-0
R1805,generation-4/evolution-2/type1-water/type2-nan/isTall-True,0,generation-4/evolution-2/type1-water/type2-nan/isTall-True/is_legendary-0
R1806,generation-4/evolution-2/type1-grass/type2-nan/isTall-False,0,generation-4/evolution-2/type1-grass/type2-nan/isTall-False/is_legendary-0
R1807,generation-4/evolution-2/type1-water/type2-ground/isTall-False,0,generation-4/evolution-2/type1-water/type2-ground/isTall-False/is_legendary-0
R1808,generation-4/evolution-2/type1-normal/type2-nan/isTall-True,0,generation-4/evolution-2/type1-normal/type2-nan/isTall-True/is_legendary-0
R1809,generation-4/evolution-1/type1-ghost/type2-flying/isTall-False,0,generation-4/evolution-1/type1-ghost/type2-flying/isTall-False/is_legendary-0
R1810,generation-4/evolution-2/type1-ghost/type2-flying/isTall-True,0,generation-4/evolution-2/type1-ghost/type2-flying/isTall-True/is_legendary-0
R1811,generation-4/evolution-2/type1-ghost/type2-nan/isTall-False,0,generation-4/evolution-2/type1-ghost/type2-nan/isTall-False/is_legendary-0
R1812,generation-4/evolution-2/type1-dark/type2-flying/isTall-False,0,generation-4/evolution-2/type1-dark/type2-flying/isTall-False/is_legendary-0
R1813,generation-4/evolution-1/type1-psychic/type2-nan/isTall-False,0,generation-4/evolution-1/type1-psychic/type2-nan/isTall-False/is_legendary-0
R1814,generation-4/evolution-1/type1-poison/type2-dark/isTall-False,0,generation-4/evolution-1/type1-poison/type2-dark/isTall-False/is_legendary-0
R1815,generation-4/evolution-2/type1-poison/type2-dark/isTall-True,0,generation-4/evolution-2/type1-poison/type2-dark/isTall-True/is_legendary-0
R1816,generation-4/evolution-1/type1-steel/type2-psychic/isTall-False,0,generation-4/evolution-1/type1-steel/type2-psychic/isTall-False/is_legendary-0
R1817,generation-4/evolution-2/type1-steel/type2-psychic/isTall-True,0,generation-4/evolution-2/type1-steel/type2-psychic/isTall-True/is_legendary-0
R1818,generation-4/evolution-1/type1-psychic/type2-fairy/isTall-False,0,generation-4/evolution-1/type1-psychic/type2-fairy/isTall-False/is_legendary-0
R1819,generation-4/evolution-1/type1-ghost/type2-dark/isTall-True,0,generation-4/evolution-1/type1-ghost/type2-dark/isTall-True/is_legendary-0
R1820,generation-4/evolution-1/type1-dragon/type2-ground/isTall-False,0,generation-4/evolution-1/type1-dragon/type2-ground/isTall-False/is_legendary-0
R1821,generation-4/evolution-2/type1-dragon/type2-ground/isTall-True,0,generation-4/evolution-2/type1-dragon/type2-ground/isTall-True/is_legendary-0
R1822,generation-4/evolution-3/type1-dragon/type2-ground/isTall-True,0,generation-4/evolution-3/type1-dragon/type2-ground/isTall-True/is_legendary-0
R1823,generation-4/evolution-1/type1-fighting/type2-nan/isTall-False,0,generation-4/evolution-1/type1-fighting/type2-nan/isTall-False/is_legendary-0
R1824,generation-4/evolution-2/type1-fighting/type2-steel/isTall-True,0,generation-4/evolution-2/type1-fighting/type2-steel/isTall-True/is_legendary-0
R1825,generation-4/evolution-1/type1-ground/type2-nan/isTall-False,0,generation-4/evolution-1/type1-ground/type2-nan/isTall-False/is_legendary-0
R1826,generation-4/evolution-2/type1-ground/type2-nan/isTall-True,0,generation-4/evolution-2/type1-ground/type2-nan/isTall-True/is_legendary-0
R1827,generation-4/evolution-1/type1-poison/type2-bug/isTall-False,0,generation-4/evolution-1/type1-poison/type2-bug/isTall-False/is_legendary-0
R1828,generation-4/evolution-1/type1-poison/type2-fighting/isTall-False,0,generation-4/evolution-1/type1-poison/type2-fighting/isTall-False/is_legendary-0
R1829,generation-4/evolution-2/type1-poison/type2-fighting/isTall-True,0,generation-4/evolution-2/type1-poison/type2-fighting/isTall-True/is_legendary-0
R1830,generation-4/evolution-1/type1-grass/type2-nan/isTall-True,0,generation-4/evolution-1/type1-grass/type2-nan/isTall-True/is_legendary-0
R1831,generation-4/evolution-1/type1-water/type2-flying/isTall-True,0,generation-4/evolution-1/type1-water/type2-flying/isTall-True/is_legendary-0
R1832,generation-4/evolution-1/type1-grass/type2-ice/isTall-True,0,generation-4/evolution-1/type1-grass/type2-ice/isTall-True/is_legendary-0
R1833,generation-4/evolution-2/type1-grass/type2-ice/isTall-True,0,generation-4/evolution-2/type1-grass/type2-ice/isTall-True/is_legendary-0
R1834,generation-4/evolution-2/type1-dark/type2-ice/isTall-True,0,generation-4/evolution-2/type1-dark/type2-ice/isTall-True/is_legendary-0
R1835,generation-4/evolution-3/type1-electric/type2-steel/isTall-True,0,generation-4/evolution-3/type1-electric/type2-steel/isTall-True/is_legendary-0
R1836,generation-4/evolution-3/type1-ground/type2-rock/isTall-True,0,generation-4/evolution-3/type1-ground/type2-rock/isTall-True/is_legendary-0
R1837,generation-4/evolution-3/type1-fire/type2-nan/isTall-True,0,generation-4/evolution-3/type1-fire/type2-nan/isTall-True/is_legendary-0
R1838,generation-4/evolution-3/type1-fairy/type2-flying/isTall-True,0,generation-4/evolution-3/type1-fairy/type2-flying/isTall-True/is_legendary-0
R1839,generation-4/evolution-2/type1-ice/type2-nan/isTall-False,0,generation-4/evolution-2/type1-ice/type2-nan/isTall-False/is_legendary-0
R1840,generation-4/evolution-2/type1-ground/type2-flying/isTall-True,0,generation-4/evolution-2/type1-ground/type2-flying/isTall-True/is_legendary-0
R1841,generation-4/evolution-3/type1-ice/type2-ground/isTall-True,0,generation-4/evolution-3/type1-ice/type2-ground/isTall-True/is_legendary-0
R1842,generation-4/evolution-3/type1-normal/type2-nan/isTall-False,0,generation-4/evolution-3/type1-normal/type2-nan/isTall-False/is_legendary-0
R1843,generation-4/evolution-3/type1-psychic/type2-fighting/isTall-True,0,generation-4/evolution-3/type1-psychic/type2-fighting/isTall-True/is_legendary-0
R1844,generation-4/evolution-3/type1-ghost/type2-nan/isTall-True,0,generation-4/evolution-3/type1-ghost/type2-nan/isTall-True/is_legendary-0
R1845,generation-4/evolution-2/type1-ice/type2-ghost/isTall-True,0,generation-4/evolution-2/type1-ice/type2-ghost/isTall-True/is_legendary-0
R1846,generation-4/evolution-1/type1-electric/type2-ghost/isTall-False,0,generation-4/evolution-1/type1-electric/type2-ghost/isTall-False/is_legendary-0
R1847,generation-4/evolution-1/type1-psychic/type2-nan/isTall-False,1,generation-4/evolution-1/type1-psychic/type2-nan/isTall-False/is_legendary-1
R1848,generation-4/evolution-1/type1-steel/type2-dragon/isTall-True,1,generation-4/evolution-1/type1-steel/type2-dragon/isTall-True/is_legendary-1
R1849,generation-4/evolution-1/type1-water/type2-dragon/isTall-True,1,generation-4/evolution-1/type1-water/type2-dragon/isTall-True/is_legendary-1
R1850,generation-4/evolution-1/type1-fire/type2-steel/isTall-True,1,generation-4/evolution-1/type1-fire/type2-steel/isTall-True/is_legendary-1
R1851,generation-4/evolution-1/type1-normal/type2-nan/isTall-True,1,generation-4/evolution-1/type1-normal/type2-nan/isTall-True/is_legendary-1
R1852,generation-4/evolution-1/type1-ghost/type2-dragon/isTall-True,1,generation-4/evolution-1/type1-ghost/type2-dragon/isTall-True/is_legendary-1
R1853,generation-4/evolution-1/type1-psychic/type2-nan/isTall-True,1,generation-4/evolution-1/type1-psychic/type2-nan/isTall-True/is_legendary-1
R1854,generation-4/evolution-1/type1-water/type2-nan/isTall-False,1,generation-4/evolution-1/type1-water/type2-nan/isTall-False/is_legendary-1
R1855,generation-4/evolution-1/type1-dark/type2-nan/isTall-True,1,generation-4/evolution-1/type1-dark/type2-nan/isTall-True/is_legendary-1
R1856,generation-4/evolution-1/type1-grass/type2-grass/isTall-False,1,generation-4/evolution-1/type1-grass/type2-grass/isTall-False/is_legendary-1
R1857,generation-5/evolution-1/type1-psychic/type2-fire/isTall-False,1,generation-5/evolution-1/type1-psychic/type2-fire/isTall-False/is_legendary-1
R1858,generation-5/evolution-1/type1-grass/type2-nan/isTall-False,0,generation-5/evolution-1/type1-grass/type2-nan/isTall-False/is_legendary-0
R1859,generation-5/evolution-2/type1-grass/type2-nan/isTall-False,0,generation-5/evolution-2/type1-grass/type2-nan/isTall-False/is_legendary-0
R1860,generation-5/evolution-3/type1-grass/type2-nan/isTall-True,0,generation-5/evolution-3/type1-grass/type2-nan/isTall-True/is_legendary-0
R1861,generation-5/evolution-1/type1-fire/type2-nan/isTall-False,0,generation-5/evolution-1/type1-fire/type2-nan/isTall-False/is_legendary-0
R1862,generation-5/evolution-2/type1-fire/type2-fighting/isTall-True,0,generation-5/evolution-2/type1-fire/type2-fighting/isTall-True/is_legendary-0
R1863,generation-5/evolution-3/type1-fire/type2-fighting/isTall-True,0,generation-5/evolution-3/type1-fire/type2-fighting/isTall-True/is_legendary-0
R1864,generation-5/evolution-1/type1-water/type2-nan/isTall-False,0,generation-5/evolution-1/type1-water/type2-nan/isTall-False/is_legendary-0
R1865,generation-5/evolution-2/type1-water/type2-nan/isTall-False,0,generation-5/evolution-2/type1-water/type2-nan/isTall-False/is_legendary-0
R1866,generation-5/evolution-3/type1-water/type2-nan/isTall-True,0,generation-5/evolution-3/type1-water/type2-nan/isTall-True/is_legendary-0
R1867,generation-5/evolution-1/type1-normal/type2-nan/isTall-False,0,generation-5/evolution-1/type1-normal/type2-nan/isTall-False/is_legendary-0
R1868,generation-5/evolution-2/type1-normal/type2-nan/isTall-True,0,generation-5/evolution-2/type1-normal/type2-nan/isTall-True/is_legendary-0
R1869,generation-5/evolution-2/type1-normal/type2-nan/isTall-False,0,generation-5/evolution-2/type1-normal/type2-nan/isTall-False/is_legendary-0
R1870,generation-5/evolution-3/type1-normal/type2-nan/isTall-True,0,generation-5/evolution-3/type1-normal/type2-nan/isTall-True/is_legendary-0
R1871,generation-5/evolution-1/type1-dark/type2-nan/isTall-False,0,generation-5/evolution-1/type1-dark/type2-nan/isTall-False/is_legendary-0
R1872,generation-5/evolution-2/type1-dark/type2-nan/isTall-True,0,generation-5/evolution-2/type1-dark/type2-nan/isTall-True/is_legendary-0
R1873,generation-5/evolution-2/type1-grass/type2-nan/isTall-True,0,generation-5/evolution-2/type1-grass/type2-nan/isTall-True/is_legendary-0
R1874,generation-5/evolution-2/type1-fire/type2-nan/isTall-True,0,generation-5/evolution-2/type1-fire/type2-nan/isTall-True/is_legendary-0
R1875,generation-5/evolution-2/type1-water/type2-nan/isTall-True,0,generation-5/evolution-2/type1-water/type2-nan/isTall-True/is_legendary-0
R1876,generation-5/evolution-1/type1-psychic/type2-nan/isTall-False,0,generation-5/evolution-1/type1-psychic/type2-nan/isTall-False/is_legendary-0
R1877,generation-5/evolution-2/type1-psychic/type2-nan/isTall-True,0,generation-5/evolution-2/type1-psychic/type2-nan/isTall-True/is_legendary-0
